"","State","County","Civ_Labor_Force_2023","Med_Household_Income_2023","Unemployment_Rate_2023"
"1112","KY","Woodford County, KY",14718,76633,3.1
"1113","LA","Acadia Parish, LA",23860,42981,3.7
"1114","LA","Allen Parish, LA",8143,51423,4.2
"1115","LA","Ascension Parish, LA",66938,81284,3
"1116","LA","Assumption Parish, LA",8783,54403,4.3
"1117","LA","Avoyelles Parish, LA",14480,41587,4.2
"1118","LA","Beauregard Parish, LA",14551,64394,3.6
"1119","LA","Bienville Parish, LA",5101,41807,4.3
"1120","LA","Bossier Parish, LA",57979,63812,3.2
"1121","LA","Caddo Parish, LA",101375,47699,4.1
"1122","LA","Calcasieu Parish, LA",91057,61797,3.4
"1123","LA","Caldwell Parish, LA",3690,46464,4
"1124","LA","Cameron Parish, LA",3382,63413,2.8
"1125","LA","Catahoula Parish, LA",3594,41676,4.3
"1126","LA","Claiborne Parish, LA",5402,37788,4
"1127","LA","Concordia Parish, LA",6895,41101,4.7
"1128","LA","De Soto Parish, LA",10916,52776,4.1
"1129","LA","East Baton Rouge Parish, LA",233437,61376,3.4
"1130","LA","East Carroll Parish, LA",1683,30688,8.8
"1131","LA","East Feliciana Parish, LA",7918,56830,3.5
"1132","LA","Evangeline Parish, LA",12200,40933,3.9
"1133","LA","Franklin Parish, LA",7295,38584,5.2
"1134","LA","Grant Parish, LA",8113,52832,3.7
"1135","LA","Iberia Parish, LA",27524,45077,4.1
"1136","LA","Iberville Parish, LA",13889,53205,4.2
"1137","LA","Jackson Parish, LA",7146,43813,3.3
"1138","LA","Jefferson Parish, LA",209182,61157,3.5
"1139","LA","Jefferson Davis Parish, LA",12205,52414,3.8
"1140","LA","Lafayette Parish, LA",116181,58641,3.2
"1141","LA","Lafourche Parish, LA",41281,59575,3.2
"1142","LA","LaSalle Parish, LA",6567,55633,3
"1143","LA","Lincoln Parish, LA",21226,44752,3.8
"1144","LA","Livingston Parish, LA",71823,72887,3
"1145","LA","Madison Parish, LA",3483,33403,5.5
"1146","LA","Morehouse Parish, LA",9584,39493,5.9
"1147","LA","Natchitoches Parish, LA",17347,42178,4.1
"1148","LA","Orleans Parish, LA",175616,51913,4.5
"1149","LA","Ouachita Parish, LA",69852,47283,3.8
"1150","LA","Plaquemines Parish, LA",9762,71876,3.3
"1151","LA","Pointe Coupee Parish, LA",9800,56457,3.8
"1152","LA","Rapides Parish, LA",54680,55870,3.5
"1153","LA","Red River Parish, LA",3788,44139,3.5
"1154","LA","Richland Parish, LA",8167,44470,4.6
"1155","LA","Sabine Parish, LA",9367,45072,3.8
"1156","LA","St. Bernard Parish, LA",19937,51485,4.2
"1157","LA","St. Charles Parish, LA",24650,75223,3.2
"1158","LA","St. Helena Parish, LA",4276,45024,5.3
"1159","LA","St. James Parish, LA",8863,67938,4.5
"1160","LA","St. John the Baptist Parish, LA",18901,60569,4.4
"1161","LA","St. Landry Parish, LA",31808,42765,4.5
"1162","LA","St. Martin Parish, LA",22012,54265,3.6
"1163","LA","St. Mary Parish, LA",19061,48242,4.2
"1164","LA","St. Tammany Parish, LA",119486,78629,3.3
"1165","LA","Tangipahoa Parish, LA",57358,54942,4.3
"1166","LA","Tensas Parish, LA",1322,33290,5.1
"1167","LA","Terrebonne Parish, LA",45309,57376,3.4
"1168","LA","Union Parish, LA",9144,48003,4.2
"1169","LA","Vermilion Parish, LA",24038,50554,3.6
"1170","LA","Vernon Parish, LA",16298,52626,4.6
"1171","LA","Washington Parish, LA",17141,41779,4.3
"1172","LA","Webster Parish, LA",14161,43698,4.4
"1173","LA","West Baton Rouge Parish, LA",14014,71362,3.3
"1174","LA","West Carroll Parish, LA",3460,41380,6.2
"1175","LA","West Feliciana Parish, LA",5447,68266,2.6
"1176","LA","Winn Parish, LA",4821,45646,4.2
"1177","ME","Androscoggin County, ME",53756,62848,3
"1178","ME","Aroostook County, ME",28620,51562,3.9
"1179","ME","Cumberland County, ME",166187,88571,2.4
"1180","ME","Franklin County, ME",13791,52159,3.5
"1181","ME","Hancock County, ME",28728,63879,3.2
"1182","ME","Kennebec County, ME",62344,63191,2.6
"1183","ME","Knox County, ME",19993,65615,2.9
"1184","ME","Lincoln County, ME",16835,72657,2.8
"1185","ME","Oxford County, ME",26211,58842,3.2
"1186","ME","Penobscot County, ME",74441,60761,3.1
"1187","ME","Piscataquis County, ME",7100,52529,4.2
"1188","ME","Sagadahoc County, ME",19223,73587,2.3
"1189","ME","Somerset County, ME",22088,55093,4.2
"1190","ME","Waldo County, ME",20329,63619,3
"1191","ME","Washington County, ME",13400,55381,4.1
"1192","ME","York County, ME",114268,81315,2.6
"1193","MD","Allegany County, MD",30799,50582,2.8
"1194","MD","Anne Arundel County, MD",315180,112525,1.8
"1195","MD","Baltimore County, MD",445794,86198,2.2
"1196","MD","Calvert County, MD",49497,118110,1.9
"1197","MD","Caroline County, MD",16828,65981,2.1
"1198","MD","Carroll County, MD",95290,105096,1.7
"1199","MD","Cecil County, MD",54798,84513,2.2
"1200","MD","Charles County, MD",86748,112932,2.2
"1201","MD","Dorchester County, MD",16290,54206,2.3
"1202","MD","Frederick County, MD",136641,116796,2
"1203","MD","Garrett County, MD",14896,59080,2.3
"1204","MD","Harford County, MD",140714,100334,2
"1205","MD","Howard County, MD",188575,133068,1.7
"1206","MD","Kent County, MD",9869,69695,2.4
"1207","MD","Montgomery County, MD",548380,118020,1.9
"1208","MD","Prince George's County, MD",497045,93833,2.2
"1209","MD","Queen Anne's County, MD",28253,109436,1.8
"1210","MD","St. Mary's County, MD",58431,112154,2
"1211","MD","Somerset County, MD",9215,53590,3.2
"1212","MD","Talbot County, MD",17390,76583,2.2
"1213","MD","Washington County, MD",72266,69271,2.3
"1214","MD","Wicomico County, MD",52107,68851,2.5
"1215","MD","Worcester County, MD",25589,75969,3.3
"1216","MD","Baltimore city, MD",274275,54735,2.9
"1217","MA","Barnstable County, MA",112130,89774,4.2
"1218","MA","Berkshire County, MA",61722,71102,3.6
"1219","MA","Bristol County, MA",298748,80702,4.1
"1220","MA","Dukes County, MA",9734,89136,4.4
"1221","MA","Essex County, MA",423500,92118,3.5
"1222","MA","Franklin County, MA",39803,69929,2.9
"1223","MA","Hampden County, MA",220071,64030,4.3
"1224","MA","Hampshire County, MA",88097,81878,2.9
"1225","MA","Middlesex County, MA",915035,118494,2.9
"1226","MA","Nantucket County/town, MA",8163,107613,5.8
"1227","MA","Norfolk County, MA",394835,115770,3.1
"1228","MA","Plymouth County, MA",283965,102647,3.5
"1229","MA","Suffolk County, MA",455156,84548,3.2
"1230","MA","Worcester County, MA",440698,86078,3.5
"1231","MI","Alcona County, MI",3640,53788,7.3
"1232","MI","Alger County, MI",3324,59390,7.7
"1233","MI","Allegan County, MI",64721,75893,3.4
"1234","MI","Alpena County, MI",14106,54161,4.5
"1235","MI","Antrim County, MI",10418,71945,5.4
"1236","MI","Arenac County, MI",6023,53615,6.9
"1237","MI","Baraga County, MI",3217,52491,6.2
"1238","MI","Barry County, MI",33177,71173,3.5
"1239","MI","Bay County, MI",49857,56388,4.9
"1240","MI","Benzie County, MI",9110,65846,5
"1241","MI","Berrien County, MI",74317,61790,4.2
"1242","MI","Branch County, MI",20225,63634,3.9
"1243","MI","Calhoun County, MI",61844,59652,4.3
"1244","MI","Cass County, MI",24253,65703,4.4
"1245","MI","Charlevoix County, MI",13132,71362,4.6
"1246","MI","Cheboygan County, MI",10404,60849,8.2
"1247","MI","Chippewa County, MI",16360,58924,5.9
"1248","MI","Clare County, MI",11882,47973,6.3
"1249","MI","Clinton County, MI",42145,80212,3.3
"1250","MI","Crawford County, MI",5686,57600,5.9
"1251","MI","Delta County, MI",16956,57019,5.2
"1252","MI","Dickinson County, MI",12660,56349,3.8
"1253","MI","Eaton County, MI",58360,71499,3.6
"1254","MI","Emmet County, MI",16641,69805,5.7
"1255","MI","Genesee County, MI",183762,57443,5
"1256","MI","Gladwin County, MI",10362,55017,5.9
"1257","MI","Gogebic County, MI",5922,50142,4.7
"1258","MI","Grand Traverse County, MI",51382,74746,3.4
"1259","MI","Gratiot County, MI",17953,58074,4.4
"1260","MI","Hillsdale County, MI",20699,60070,4.2
"1261","MI","Houghton County, MI",17134,55623,4.6
"1262","MI","Huron County, MI",15589,50177,4.3
"1263","MI","Ingham County, MI",152912,60571,3.9
"1264","MI","Ionia County, MI",31530,74391,3.6
"1265","MI","Iosco County, MI",10485,46129,6
"1266","MI","Iron County, MI",4926,54149,5.6
"1267","MI","Isabella County, MI",32466,54642,4.5
"1268","MI","Jackson County, MI",75244,61299,4
"1269","MI","Kalamazoo County, MI",135381,69689,3.7
"1270","MI","Kalkaska County, MI",8184,59160,5.6
"1271","MI","Kent County, MI",374650,76923,3.2
"1272","MI","Keweenaw County, MI",958,57103,5.9
"1273","MI","Lake County, MI",3961,48545,7
"1274","MI","Lapeer County, MI",41690,72737,4.1
"1275","MI","Leelanau County, MI",10747,89007,3.8
"1276","MI","Lenawee County, MI",46258,67486,4.2
"1277","MI","Livingston County, MI",106428,101227,2.7
"1278","MI","Luce County, MI",2256,49371,5.9
"1279","MI","Mackinac County, MI",5392,56942,8.9
"1280","MI","Macomb County, MI",455508,73927,3.5
"1281","MI","Manistee County, MI",9939,55788,5.7
"1282","MI","Marquette County, MI",32840,61598,4.6
"1283","MI","Mason County, MI",13448,64014,4.9
"1284","MI","Mecosta County, MI",18963,56096,5.3
"1285","MI","Menominee County, MI",10886,50564,4
"1286","MI","Midland County, MI",40812,77595,4
"1287","MI","Missaukee County, MI",7098,59230,4.8
"1288","MI","Monroe County, MI",77534,72166,4.2
"1289","MI","Montcalm County, MI",29072,61590,4.3
"1290","MI","Montmorency County, MI",3135,50680,7.5
"1291","MI","Muskegon County, MI",79360,58303,4.4
"1292","MI","Newaygo County, MI",23880,57992,4.3
"1293","MI","Oakland County, MI",687933,90801,2.9
"1294","MI","Oceana County, MI",11850,56853,5.7
"1295","MI","Ogemaw County, MI",8441,53480,6.6
"1296","MI","Ontonagon County, MI",2087,45694,7
"1297","MI","Osceola County, MI",12309,54727,4.8
"1298","MI","Oscoda County, MI",2843,46626,7.6
"1299","MI","Otsego County, MI",11851,65915,4.8
"1300","MI","Ottawa County, MI",168938,85968,3
"1301","MI","Presque Isle County, MI",5045,56375,7.7
"1302","MI","Roscommon County, MI",8812,49151,7.2
"1303","MI","Saginaw County, MI",84315,54064,5.2
"1304","MI","St. Clair County, MI",77012,64894,3.8
"1305","MI","St. Joseph County, MI",28892,60489,4.4
"1306","MI","Sanilac County, MI",19809,56079,4.8
"1307","MI","Schoolcraft County, MI",3316,56707,7.3
"1308","MI","Shiawassee County, MI",33491,61959,4.3
"1309","MI","Tuscola County, MI",24079,61978,5
"1310","MI","Van Buren County, MI",35558,61638,4.7
"1311","MI","Washtenaw County, MI",200968,80941,3.3
"1312","MI","Wayne County, MI",813992,55928,4.4
"1313","MI","Wexford County, MI",15167,56379,4.8
"1314","MN","Aitkin County, MN",7514,59064,4.8
"1315","MN","Anoka County, MN",199737,92249,2.8
"1316","MN","Becker County, MN",19513,67448,3
"1317","MN","Beltrami County, MN",25182,59882,3.5
"1318","MN","Benton County, MN",21827,71493,3.6
"1319","MN","Big Stone County, MN",2399,57821,3.4
"1320","MN","Blue Earth County, MN",40911,68279,2.3
"1321","MN","Brown County, MN",13991,64093,2.9
"1322","MN","Carlton County, MN",17614,78478,3.7
"1323","MN","Carver County, MN",59767,117602,2.4
"1324","MN","Cass County, MN",14948,67121,4.4
"1325","MN","Chippewa County, MN",6462,61878,2.8
"1326","MN","Chisago County, MN",30171,98183,3.3
"1327","MN","Clay County, MN",38044,79357,2.1
"1328","MN","Clearwater County, MN",4550,64716,6
"1329","MN","Cook County, MN",2901,69279,3.6
"1330","MN","Cottonwood County, MN",6324,59981,4.6
"1331","MN","Crow Wing County, MN",33916,67373,3.4
"1332","MN","Dakota County, MN",243607,97727,2.6
"1333","MN","Dodge County, MN",12051,88994,2.8
"1334","MN","Douglas County, MN",21680,73521,2.6
"1335","MN","Faribault County, MN",7098,67302,3.1
"1336","MN","Fillmore County, MN",11580,72065,2.8
"1337","MN","Freeborn County, MN",15921,65632,2.7
"1338","MN","Goodhue County, MN",27017,82091,2.6
"1339","MN","Grant County, MN",3259,68381,3.2
"1340","MN","Hennepin County, MN",708159,89418,2.6
"1341","MN","Houston County, MN",10479,76170,2.5
"1342","MN","Hubbard County, MN",10253,67797,4.3
"1343","MN","Isanti County, MN",21924,83212,3.8
"1344","MN","Itasca County, MN",21759,66958,4.6
"1345","MN","Jackson County, MN",5552,66694,2.9
"1346","MN","Kanabec County, MN",9349,69588,5
"1347","MN","Kandiyohi County, MN",23424,72281,2.9
"1348","MN","Kittson County, MN",2243,65244,3
"1349","MN","Koochiching County, MN",5766,63035,4.3
"1350","MN","Lac qui Parle County, MN",3412,67556,2.8
"1351","MN","Lake County, MN",5302,73724,3.9
"1352","MN","Lake of the Woods County, MN",2377,62143,3.5
"1353","MN","Le Sueur County, MN",16059,86864,3.9
"1354","MN","Lincoln County, MN",3081,64860,3
"1355","MN","Lyon County, MN",14255,70958,2.5
"1356","MN","McLeod County, MN",19357,80874,3.2
"1357","MN","Mahnomen County, MN",2298,52926,4.7
"1358","MN","Marshall County, MN",5431,70606,4.2
"1359","MN","Martin County, MN",9785,61721,2.8
"1360","MN","Meeker County, MN",13908,76506,3.1
"1361","MN","Mille Lacs County, MN",12817,65294,5.1
"1362","MN","Morrison County, MN",17628,64588,4.4
"1363","MN","Mower County, MN",21245,68718,2.6
"1364","MN","Murray County, MN",4673,68665,3.9
"1365","MN","Nicollet County, MN",21015,78091,2.2
"1366","MN","Nobles County, MN",11092,65374,2.7
"1367","MN","Norman County, MN",3193,64319,3.5
"1368","MN","Olmsted County, MN",91858,88032,2.1
"1369","MN","Otter Tail County, MN",31588,65076,3.3
"1370","MN","Pennington County, MN",8688,76423,3.3
"1371","MN","Pine County, MN",14643,65139,4.9
"1372","MN","Pipestone County, MN",4683,65499,2.8
"1373","MN","Polk County, MN",16254,69538,2.9
"1374","MN","Pope County, MN",6491,68888,2.8
"1375","MN","Ramsey County, MN",286615,75041,2.7
"1376","MN","Red Lake County, MN",2163,74120,3.9
"1377","MN","Redwood County, MN",7603,66582,2.9
"1378","MN","Renville County, MN",8105,66568,3.7
"1379","MN","Rice County, MN",37912,77962,2.6
"1380","MN","Rock County, MN",5964,69835,1.8
"1381","MN","Roseau County, MN",8140,71794,2.8
"1382","MN","St. Louis County, MN",100262,63141,3.2
"1383","MN","Scott County, MN",84925,115687,2.5
"1384","MN","Sherburne County, MN",53538,97999,3.2
"1385","MN","Sibley County, MN",8159,75596,3.3
"1386","MN","Stearns County, MN",90240,72378,2.8
"1387","MN","Steele County, MN",19034,75474,3
"1388","MN","Stevens County, MN",5442,69171,2.4
"1389","MN","Swift County, MN",4933,67166,3.1
"1390","MN","Todd County, MN",13786,66300,3.6
"1391","MN","Traverse County, MN",1628,63913,3
"1392","MN","Wabasha County, MN",12317,78953,2.7
"1393","MN","Wadena County, MN",6079,57527,4.7
"1394","MN","Waseca County, MN",8576,71519,3.9
"1395","MN","Washington County, MN",145662,107649,2.4
"1396","MN","Watonwan County, MN",6668,61295,2.9
"1397","MN","Wilkin County, MN",3417,71924,2.5
"1398","MN","Winona County, MN",28474,65699,2.3
"1399","MN","Wright County, MN",77233,95259,2.9
"1400","MN","Yellow Medicine County, MN",5031,67543,3
"1401","MS","Adams County, MS",10267,39547,4.4
"1402","MS","Alcorn County, MS",14716,49627,3
"1403","MS","Amite County, MS",4199,45433,4
"1404","MS","Attala County, MS",6759,44404,3.6
"1405","MS","Benton County, MS",2960,43247,3.7
"1406","MS","Bolivar County, MS",11177,39984,3.6
"1407","MS","Calhoun County, MS",5152,44172,3.4
"1408","MS","Carroll County, MS",3059,49397,3.9
"1409","MS","Chickasaw County, MS",6101,43776,4.2
"1410","MS","Choctaw County, MS",3541,49225,2.7
"1411","MS","Claiborne County, MS",2831,35591,7.3
"1412","MS","Clarke County, MS",5428,46524,3.6
"1413","MS","Clay County, MS",8869,43451,3.3
"1414","MS","Coahoma County, MS",7287,36071,4.9
"1415","MS","Copiah County, MS",10661,43308,3.5
"1416","MS","Covington County, MS",8118,46630,2.7
"1417","MS","DeSoto County, MS",91444,79967,2.8
"1418","MS","Forrest County, MS",33036,51344,3
"1419","MS","Franklin County, MS",2636,47165,4.3
"1420","MS","George County, MS",8699,61956,3.9
"1421","MS","Greene County, MS",4200,52585,4.1
"1422","MS","Grenada County, MS",8340,46718,3.5
"1423","MS","Hancock County, MS",18797,59874,3.3
"1424","MS","Harrison County, MS",86933,55916,2.9
"1425","MS","Hinds County, MS",100930,47479,3.1
"1426","MS","Holmes County, MS",4923,31972,5.7
"1427","MS","Humphreys County, MS",1883,33148,6.6
"1428","MS","Issaquena County, MS",293,36922,7.5
"1429","MS","Itawamba County, MS",9816,56484,2.9
"1430","MS","Jackson County, MS",58292,61515,3.3
"1431","MS","Jasper County, MS",5845,44810,3.7
"1432","MS","Jefferson County, MS",1793,33852,11.9
"1433","MS","Jefferson Davis County, MS",3847,36642,4
"1434","MS","Jones County, MS",25002,58000,3.2
"1435","MS","Kemper County, MS",3137,39856,4.6
"1436","MS","Lafayette County, MS",28025,61736,2.5
"1437","MS","Lamar County, MS",31499,62326,2.5
"1438","MS","Lauderdale County, MS",28114,49351,3.2
"1439","MS","Lawrence County, MS",4703,46407,3.8
"1440","MS","Leake County, MS",7807,46429,3.2
"1441","MS","Lee County, MS",39014,58266,2.8
"1442","MS","Leflore County, MS",8629,35520,4.9
"1443","MS","Lincoln County, MS",14388,48596,3.1
"1444","MS","Lowndes County, MS",24276,49344,3.3
"1445","MS","Madison County, MS",53001,80641,2.5
"1446","MS","Marion County, MS",9959,44129,3.2
"1447","MS","Marshall County, MS",13867,52162,3.6
"1448","MS","Monroe County, MS",14548,51754,3.8
"1449","MS","Montgomery County, MS",3738,42195,3.5
"1450","MS","Neshoba County, MS",9727,50331,3.5
"1451","MS","Newton County, MS",7654,47320,3.6
"1452","MS","Noxubee County, MS",3303,36608,4.7
"1453","MS","Oktibbeha County, MS",21607,47284,3.3
"1454","MS","Panola County, MS",12026,40595,3.9
"1455","MS","Pearl River County, MS",23674,55830,3
"1456","MS","Perry County, MS",4198,45071,3.8
"1457","MS","Pike County, MS",13794,40945,4
"1458","MS","Pontotoc County, MS",14184,51086,2.7
"1459","MS","Prentiss County, MS",10855,49217,2.8
"1460","MS","Quitman County, MS",2226,40255,4.8
"1461","MS","Rankin County, MS",76142,72906,2.3
"1462","MS","Scott County, MS",12358,45764,2.6
"1463","MS","Sharkey County, MS",1181,36375,6.2
"1464","MS","Simpson County, MS",10487,50994,3
"1465","MS","Smith County, MS",6467,51746,2.8
"1466","MS","Stone County, MS",6858,54283,3.4
"1467","MS","Sunflower County, MS",7360,38423,4.6
"1468","MS","Tallahatchie County, MS",4779,39009,3.3
"1469","MS","Tate County, MS",11796,58623,3.3
"1470","MS","Tippah County, MS",9735,52635,2.8
"1471","MS","Tishomingo County, MS",8062,51652,3.2
"1472","MS","Tunica County, MS",4036,37694,3.5
"1473","MS","Union County, MS",14432,56050,2.3
"1474","MS","Walthall County, MS",4817,40828,4.1
"1475","MS","Warren County, MS",18859,52117,3.4
"1476","MS","Washington County, MS",14198,39690,4.9
"1477","MS","Wayne County, MS",6897,43562,3.6
"1478","MS","Webster County, MS",3795,51249,3.1
"1479","MS","Wilkinson County, MS",2522,36798,5.5
"1480","MS","Winston County, MS",7054,50082,3.4
"1481","MS","Yalobusha County, MS",4771,45658,3.5
"1482","MS","Yazoo County, MS",8713,39620,3.4
"1483","MO","Adair County, MO",9857,46433,3.6
"1484","MO","Andrew County, MO",9439,72630,2.6
"1485","MO","Atchison County, MO",2421,57883,2.7
"1486","MO","Audrain County, MO",9681,56305,3.3
"1487","MO","Barry County, MO",13921,49968,3.5
"1488","MO","Barton County, MO",5222,49857,3
"1489","MO","Bates County, MO",7668,57291,3.2
"1490","MO","Benton County, MO",7184,51473,4.3
"1491","MO","Bollinger County, MO",5278,53932,3
"1492","MO","Boone County, MO",101183,63981,2.5
"1493","MO","Buchanan County, MO",42471,56751,2.9
"1494","MO","Butler County, MO",17526,44853,4.4
"1495","MO","Caldwell County, MO",4252,56660,3.1
"1496","MO","Callaway County, MO",21830,72398,2.8
"1497","MO","Camden County, MO",19570,63703,3.8
"1498","MO","Cape Girardeau County, MO",40650,64118,2.7
"1499","MO","Carroll County, MO",4568,56818,2.8
"1500","MO","Carter County, MO",2414,42907,4.4
"1501","MO","Cass County, MO",55599,77805,3
"1502","MO","Cedar County, MO",5694,45952,3.5
"1503","MO","Chariton County, MO",3648,56633,2.7
"1504","MO","Christian County, MO",48147,73616,2.5
"1505","MO","Clark County, MO",2960,63249,3.8
"1506","MO","Clay County, MO",140139,78930,2.7
"1507","MO","Clinton County, MO",10693,68337,3
"1508","MO","Cole County, MO",39656,70837,2.5
"1509","MO","Cooper County, MO",7087,63247,3
"1510","MO","Crawford County, MO",10593,52536,3.4
"1511","MO","Dade County, MO",3365,49386,3
"1512","MO","Dallas County, MO",7289,49830,3.1
"1513","MO","Daviess County, MO",3953,53639,2.8
"1514","MO","DeKalb County, MO",4033,66880,2.9
"1515","MO","Dent County, MO",6232,52945,3.5
"1516","MO","Douglas County, MO",5157,43694,3.3
"1517","MO","Dunklin County, MO",10996,39688,5
"1518","MO","Franklin County, MO",53453,65779,2.8
"1519","MO","Gasconade County, MO",7529,59287,2.7
"1520","MO","Gentry County, MO",3149,52653,2.6
"1521","MO","Greene County, MO",157725,55751,2.6
"1522","MO","Grundy County, MO",3957,48457,3.1
"1523","MO","Harrison County, MO",3646,51910,3
"1524","MO","Henry County, MO",10137,54177,3.1
"1525","MO","Hickory County, MO",4162,43468,3.6
"1526","MO","Holt County, MO",2423,51295,2.4
"1527","MO","Howard County, MO",4678,53862,3.1
"1528","MO","Howell County, MO",16094,44858,3.7
"1529","MO","Iron County, MO",3435,44329,4.9
"1530","MO","Jackson County, MO",364674,62509,3.4
"1531","MO","Jasper County, MO",57591,53548,3
"1532","MO","Jefferson County, MO",119291,78297,2.8
"1533","MO","Johnson County, MO",23033,60086,3.3
"1534","MO","Knox County, MO",1662,49552,3.2
"1535","MO","Laclede County, MO",16777,53224,3.2
"1536","MO","Lafayette County, MO",16866,70457,2.9
"1537","MO","Lawrence County, MO",17083,58031,3.1
"1538","MO","Lewis County, MO",4724,57053,2.9
"1539","MO","Lincoln County, MO",29571,77913,3.1
"1540","MO","Linn County, MO",5078,52831,3.8
"1541","MO","Livingston County, MO",7009,56654,2.4
"1542","MO","McDonald County, MO",11336,50100,3.3
"1543","MO","Macon County, MO",6929,52847,3.3
"1544","MO","Madison County, MO",5217,47068,3.7
"1545","MO","Maries County, MO",3860,54815,3.2
"1546","MO","Marion County, MO",13698,57635,3.1
"1547","MO","Mercer County, MO",1647,49715,2.8
"1548","MO","Miller County, MO",12877,61711,3.1
"1549","MO","Mississippi County, MO",5064,42364,3.8
"1550","MO","Moniteau County, MO",7106,64519,2.6
"1551","MO","Monroe County, MO",3730,50276,3.2
"1552","MO","Montgomery County, MO",5890,56538,3
"1553","MO","Morgan County, MO",8409,51700,3.7
"1554","MO","New Madrid County, MO",8210,48162,3.7
"1555","MO","Newton County, MO",27212,57423,3
"1556","MO","Nodaway County, MO",11170,57507,2.8
"1557","MO","Oregon County, MO",3857,45273,3.5
"1558","MO","Osage County, MO",7092,69094,2.4
"1559","MO","Ozark County, MO",3418,44242,4.7
"1560","MO","Pemiscot County, MO",5799,38456,4.9
"1561","MO","Perry County, MO",9694,63127,2.5
"1562","MO","Pettis County, MO",20079,58827,3.1
"1563","MO","Phelps County, MO",20153,54740,3.1
"1564","MO","Pike County, MO",7217,59081,3.2
"1565","MO","Platte County, MO",60678,93925,2.6
"1566","MO","Polk County, MO",14880,53693,3.1
"1567","MO","Pulaski County, MO",14619,61718,3.6
"1568","MO","Putnam County, MO",2115,49532,3.1
"1569","MO","Ralls County, MO",5365,65016,2.8
"1570","MO","Randolph County, MO",10042,48762,3.5
"1571","MO","Ray County, MO",10956,70506,3.3
"1572","MO","Reynolds County, MO",2721,44409,3.4
"1573","MO","Ripley County, MO",5157,41587,4.1
"1574","MO","St. Charles County, MO",231852,98925,2.5
"1575","MO","St. Clair County, MO",3829,45174,3.8
"1576","MO","Ste. Genevieve County, MO",9390,63786,2.8
"1577","MO","St. Francois County, MO",25524,48574,3.9
"1578","MO","St. Louis County, MO",532451,79609,3
"1579","MO","Saline County, MO",10422,54623,3
"1580","MO","Schuyler County, MO",1789,49508,3.9
"1581","MO","Scotland County, MO",2295,54961,2.4
"1582","MO","Scott County, MO",19817,57678,3
"1583","MO","Shannon County, MO",3285,39671,4.6
"1584","MO","Shelby County, MO",2887,54264,2.7
"1585","MO","Stoddard County, MO",13013,53391,3.9
"1586","MO","Stone County, MO",13442,56418,4.6
"1587","MO","Sullivan County, MO",2486,52384,3.3
"1588","MO","Taney County, MO",25931,53009,4.9
"1589","MO","Texas County, MO",9052,46622,3.8
"1590","MO","Vernon County, MO",8963,51900,3.5
"1591","MO","Warren County, MO",18940,74355,2.9
"1592","MO","Washington County, MO",10019,47636,3.8
"1593","MO","Wayne County, MO",4789,41724,4.5
"1594","MO","Webster County, MO",17836,59784,2.7
"1595","MO","Worth County, MO",1128,48397,2.5
"1596","MO","Wright County, MO",7664,45017,3.5
"1597","MO","St. Louis city, MO",150650,52278,3.7
"1598","MT","Beaverhead County, MT",5200,57497,2.4
"1599","MT","Big Horn County, MT",4590,49113,4.4
"1600","MT","Blaine County, MT",2180,53577,3.6
"1601","MT","Broadwater County, MT",2847,67927,3.5
"1602","MT","Carbon County, MT",5886,67062,2.8
"1603","MT","Carter County, MT",688,50597,2
"1604","MT","Cascade County, MT",39489,59184,2.9
"1605","MT","Chouteau County, MT",2507,51137,3.2
"1606","MT","Custer County, MT",6299,64743,2.8
"1607","MT","Daniels County, MT",874,57141,1.9
"1608","MT","Dawson County, MT",4291,60763,2.6
"1609","MT","Deer Lodge County, MT",5472,52848,2.8
"1610","MT","Fallon County, MT",1637,65637,1.7
"1611","MT","Fergus County, MT",5828,60466,3.1
"1612","MT","Flathead County, MT",53813,66395,3.5
"1613","MT","Gallatin County, MT",79948,83520,2.1
"1614","MT","Garfield County, MT",743,50762,3.4
"1615","MT","Glacier County, MT",5730,46270,5.4
"1616","MT","Golden Valley County, MT",381,45622,2.9
"1617","MT","Granite County, MT",1697,58186,4.1
"1618","MT","Hill County, MT",7657,50518,2.5
"1619","MT","Jefferson County, MT",6125,83697,2.9
"1620","MT","Judith Basin County, MT",972,60677,2.8
"1621","MT","Lake County, MT",14309,57225,3.6
"1622","MT","Lewis and Clark County, MT",38712,72491,2.6
"1623","MT","Liberty County, MT",1010,53601,2.5
"1624","MT","Lincoln County, MT",8696,48432,5.2
"1625","MT","McCone County, MT",985,59086,2
"1626","MT","Madison County, MT",4543,72487,3
"1627","MT","Meagher County, MT",1012,53724,2.6
"1628","MT","Mineral County, MT",1880,55979,4.9
"1629","MT","Missoula County, MT",69185,68210,2.9
"1630","MT","Musselshell County, MT",2390,55291,3.1
"1631","MT","Park County, MT",10268,68594,2.9
"1632","MT","Petroleum County, MT",276,48991,3.3
"1633","MT","Phillips County, MT",1761,56043,4.2
"1634","MT","Pondera County, MT",2657,51057,2.9
"1635","MT","Powder River County, MT",1018,54102,2.5
"1636","MT","Powell County, MT",2999,60350,3
"1637","MT","Prairie County, MT",674,49838,2.5
"1638","MT","Ravalli County, MT",22245,65789,3.1
"1639","MT","Richland County, MT",5662,72974,2.6
"1640","MT","Roosevelt County, MT",4270,48712,3.8
"1641","MT","Rosebud County, MT",3570,64003,3.4
